brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Chevrolet,Enjoy,2022,158512,Diesel,Manual,Second,Chennai,1.81
Tata,Harrier,2012,72501,Petrol,Manual,Second,Delhi,1.44
Renault,Lodgy,2020,37556,Petrol,Manual,Second,Delhi,1.9
Nissan,Micra,2010,72963,Diesel,Automatic,Second,Hyderabad,1.25
Ford,Freestyle,2019,11563,Diesel,Manual,Second,Lucknow,3.02
Ford,Freestyle,2021,10840,Diesel,Manual,First,Hyderabad,4.79
Mahindra,Scorpio,2014,20154,LPG,Automatic,Second,Lucknow,1.29
Tata,Punch,2012,29194,Diesel,Manual,Second,Hyderabad,1.24
Chevrolet,Beat,2012,182933,Petrol,Manual,First,Ahmedabad,0.5
Maruti Suzuki,Vitara Brezza,2013,158520,LPG,Manual,First,Bangalore,0.8
Chevrolet,Enjoy,2014,28528,Diesel,Manual,Second,Kolkata,0.99
Chevrolet,Enjoy,2017,165474,Petrol,Manual,First,Pune,0.8
Ford,Mustang,2017,9352,Petrol,Manual,Third,Ahmedabad,3.5
Maruti Suzuki,Ciaz,2023,5184,CNG,Automatic,First,Ahmedabad,5.65
Maruti Suzuki,Ciaz,2015,146456,CNG,Manual,Second,Lucknow,0.62
Mahindra,Marazzo,2016,19319,Petrol,Manual,Second,Bangalore,1.68
Nissan,Micra,2018,125497,Petrol,Manual,Second,Chennai,1.07
Toyota,Innova,2011,156521,Diesel,Manual,First,Pune,1.39
Honda,BR-V,2012,61333,LPG,Automatic,First,Chennai,1.89
Honda,Amaze,2022,46205,Petrol,Manual,First,Lucknow,4.25
Ford,Fiesta,2012,15426,LPG,Automatic,First,Chennai,1.83
Toyota,Urban Cruiser,2015,12504,Petrol,Manual,Third,Kolkata,1.14
Nissan,Kicks,2016,192650,Petrol,Manual,First,Lucknow,0.73
Toyota,Camry,2014,194281,Petrol,Manual,Second,Hyderabad,0.94
Mahindra,XUV300,2022,121775,Petrol,Manual,First,Delhi,3.2
Chevrolet,Cruze,2012,38368,Petrol,Manual,First,Delhi,1.36
Ford,Ikon,2010,108841,LPG,Automatic,Second,Lucknow,0.65
Maruti Suzuki,Baleno,2008,188257,Petrol,Manual,First,Jaipur,0.74
Ford,Fiesta,2018,121744,Petrol,Automatic,Second,Chennai,1.85
Honda,WR-V,2016,13724,Petrol,Manual,First,Kolkata,2.19
Nissan,Magnite,2012,141156,CNG,Manual,Second,Bangalore,0.7
Toyota,Glanza,2016,170882,LPG,Manual,First,Delhi,0.84
Nissan,Sunny,2017,87297,Petrol,Manual,First,Lucknow,1.26
Mahindra,KUV100,2022,130099,Diesel,Automatic,First,Ahmedabad,2.93
Ford,Ikon,2019,83872,Petrol,Manual,Second,Chennai,1.36
Tata,Nexon,2020,156944,Diesel,Automatic,First,Mumbai,2.28
Ford,Endeavour,2021,75333,Petrol,Manual,First,Pune,4.85
Maruti Suzuki,Ciaz,2011,7596,Diesel,Automatic,Second,Pune,1.79
Ford,Endeavour,2012,22167,Diesel,Automatic,First,Delhi,3.53
Renault,Duster,2011,92844,Diesel,Manual,Second,Delhi,1.02
Mahindra,Scorpio,2009,94751,Petrol,Manual,First,Ahmedabad,1.12
Hyundai,i10,2019,134817,Petrol,Manual,First,Hyderabad,1.76
Mahindra,XUV300,2008,85520,Diesel,Manual,First,Delhi,1.46
Toyota,Fortuner,2015,63326,Diesel,Manual,First,Lucknow,2.44
Hyundai,Elantra,2011,82670,Petrol,Manual,First,Mumbai,1.99
Toyota,Yaris,2012,146854,CNG,Manual,First,Ahmedabad,0.89
Toyota,Glanza,2013,178074,Diesel,Automatic,Second,Lucknow,0.68
Maruti Suzuki,Ciaz,2021,29022,Petrol,Manual,First,Delhi,4.59
Maruti Suzuki,Alto,2015,89458,Petrol,Automatic,First,Kolkata,1.07
Chevrolet,Enjoy,2018,150690,Electric,Manual,First,Pune,1.77
Honda,Amaze,2015,153317,Petrol,Manual,First,Lucknow,0.68
Chevrolet,Spark,2014,88796,LPG,Manual,First,Mumbai,0.67
Chevrolet,Tavera,2011,146099,Diesel,Manual,Second,Delhi,0.84
Honda,Accord,2013,150058,Petrol,Automatic,Third,Lucknow,1.13
Tata,Altroz,2023,115704,Diesel,Automatic,First,Chennai,3.77
Hyundai,Tucson,2011,139598,Petrol,Manual,First,Delhi,2.03
Nissan,Evalia,2022,49361,Petrol,Automatic,First,Pune,5.06
Chevrolet,Beat,2021,43286,Petrol,Manual,First,Chennai,2.41
Ford,EcoSport,2014,34533,LPG,Automatic,First,Bangalore,1.7
Ford,EcoSport,2019,154388,Diesel,Manual,First,Pune,2.2
Toyota,Camry,2020,144771,Petrol,Automatic,Second,Jaipur,3.09
Honda,City,2019,132441,Petrol,Automatic,First,Ahmedabad,2.98
Toyota,Glanza,2023,102079,Diesel,Manual,Second,Delhi,4.12
Renault,Duster,2022,105960,Petrol,Manual,First,Bangalore,2.77
Renault,Captur,2020,63465,Petrol,Manual,Fourth & Above,Delhi,1.91
Nissan,Magnite,2020,152745,Petrol,Manual,First,Lucknow,1.91
Maruti Suzuki,Baleno,2018,28395,Diesel,Automatic,Second,Hyderabad,3.16
Maruti Suzuki,Vitara Brezza,2021,109162,Petrol,Automatic,Third,Jaipur,2.27
Honda,CR-V,2008,135704,Diesel,Automatic,Third,Mumbai,1.8
Honda,WR-V,2012,159779,Diesel,Manual,First,Bangalore,1.18
Chevrolet,Aveo,2022,80937,Electric,Manual,First,Pune,3.76
Renault,Captur,2021,134647,CNG,Manual,First,Chennai,2.0
Chevrolet,Tavera,2017,125650,Diesel,Automatic,First,Lucknow,1.43
Maruti Suzuki,Ertiga,2019,135744,Diesel,Manual,First,Lucknow,1.93
Hyundai,Santro,2023,192488,LPG,Manual,First,Mumbai,1.68
Hyundai,Elantra,2022,96512,Diesel,Manual,First,Jaipur,3.53
Honda,Amaze,2017,144830,Diesel,Manual,First,Hyderabad,1.62
Toyota,Glanza,2022,72009,Petrol,Manual,First,Hyderabad,3.55
Maruti Suzuki,Vitara Brezza,2011,149353,LPG,Manual,First,Mumbai,0.96
Hyundai,Tucson,2018,37548,Petrol,Automatic,First,Jaipur,4.76
Maruti Suzuki,Swift,2014,23371,Petrol,Manual,First,Ahmedabad,1.75
Mahindra,Marazzo,2020,110977,Diesel,Automatic,Second,Lucknow,2.01
Ford,Ikon,2016,155716,CNG,Manual,First,Kolkata,0.67
Renault,Kwid,2012,159946,Diesel,Automatic,Fourth & Above,Chennai,0.5
Chevrolet,Beat,2011,19281,CNG,Manual,First,Mumbai,1.09
Maruti Suzuki,Swift,2022,158361,CNG,Automatic,Third,Jaipur,1.47
Ford,Ikon,2016,141126,Diesel,Automatic,First,Ahmedabad,0.96
Mahindra,Thar,2012,105020,Diesel,Manual,Third,Delhi,0.96
Chevrolet,Aveo,2016,112508,Diesel,Automatic,First,Chennai,1.0
Maruti Suzuki,Swift,2015,71846,LPG,Manual,Second,Chennai,1.16
Honda,Jazz,2011,99682,Diesel,Automatic,First,Hyderabad,1.79
Ford,Figo,2018,185841,LPG,Manual,Second,Bangalore,0.84
Chevrolet,Aveo,2018,34312,Petrol,Automatic,First,Ahmedabad,2.26
Maruti Suzuki,Alto,2014,119186,Petrol,Automatic,Second,Hyderabad,0.87
Ford,Ikon,2012,9257,Petrol,Manual,Second,Lucknow,1.13
Mahindra,Thar,2017,151918,Diesel,Manual,Third,Chennai,1.19
Maruti Suzuki,Baleno,2011,158555,LPG,Automatic,Second,Jaipur,0.54
Maruti Suzuki,Wagon R,2012,31558,Petrol,Automatic,First,Pune,1.55
Maruti Suzuki,Swift,2012,48188,Petrol,Automatic,First,Bangalore,1.68
Nissan,Micra,2018,149084,Petrol,Manual,Second,Hyderabad,0.93
Honda,Amaze,2022,38236,Diesel,Manual,First,Pune,5.03
Mahindra,Scorpio,2016,50076,Petrol,Manual,Second,Ahmedabad,1.46
Chevrolet,Enjoy,2019,53402,Petrol,Manual,First,Kolkata,1.47
Nissan,Sunny,2023,99467,CNG,Manual,First,Pune,3.11
Toyota,Etios,2016,168148,Petrol,Manual,First,Mumbai,1.37
Nissan,Terrano,2013,85337,Diesel,Manual,First,Ahmedabad,1.41
Renault,Triber,2021,120827,Diesel,Manual,Second,Mumbai,1.93
Renault,Kwid,2011,79264,Diesel,Manual,First,Bangalore,0.96
Maruti Suzuki,Dzire,2022,22335,Petrol,Automatic,First,Delhi,5.13
Nissan,Sunny,2009,48773,LPG,Manual,Fourth & Above,Pune,0.81
Toyota,Corolla,2021,188230,Diesel,Manual,First,Ahmedabad,2.09
Nissan,Evalia,2010,33570,Petrol,Manual,Second,Ahmedabad,0.91
Honda,City,2009,92995,Petrol,Manual,First,Hyderabad,1.56
Honda,BR-V,2012,45658,Petrol,Automatic,Second,Hyderabad,1.89
Toyota,Glanza,2013,195256,CNG,Manual,First,Ahmedabad,0.65
Nissan,GT-R,2018,125640,Diesel,Automatic,First,Kolkata,5.97
Ford,Figo,2012,77613,Petrol,Manual,First,Bangalore,1.39
Honda,Amaze,2009,63194,Petrol,Automatic,First,Delhi,1.83
Honda,BR-V,2019,116872,LPG,Manual,Fourth & Above,Bangalore,1.61
Hyundai,Santro,2012,170031,LPG,Manual,First,Bangalore,0.5
Nissan,X-Trail,2016,189144,Diesel,Automatic,Second,Hyderabad,1.32
Honda,WR-V,2011,181660,Diesel,Manual,First,Mumbai,1.2
Mahindra,Bolero,2019,176605,CNG,Automatic,First,Hyderabad,1.4
Nissan,Magnite,2017,113558,Diesel,Manual,First,Pune,1.64
Renault,Fluence,2009,73582,Diesel,Automatic,First,Lucknow,1.43
Hyundai,i20,2010,197815,Petrol,Automatic,First,Delhi,0.9
Honda,Jazz,2010,180590,CNG,Automatic,First,Lucknow,0.78
Hyundai,Venue,2016,148775,Petrol,Manual,Second,Mumbai,1.16
Renault,Triber,2011,54456,Petrol,Manual,First,Jaipur,0.89
Toyota,Innova,2023,60491,CNG,Automatic,First,Delhi,7.91
Toyota,Urban Cruiser,2022,13043,Diesel,Automatic,First,Chennai,7.03
Nissan,Magnite,2008,108212,LPG,Manual,Second,Jaipur,0.75
Renault,Pulse,2008,73340,Diesel,Manual,First,Jaipur,0.81
Tata,Hexa,2022,146248,LPG,Manual,Third,Mumbai,1.54
Tata,Tiago,2014,140008,Petrol,Automatic,First,Delhi,0.68
Nissan,Micra,2014,36174,Diesel,Manual,First,Delhi,1.58
Maruti Suzuki,Swift,2009,87632,Petrol,Manual,First,Delhi,1.4
Hyundai,i20,2016,93768,Petrol,Manual,First,Ahmedabad,1.46
Hyundai,Creta,2016,130775,Petrol,Automatic,Second,Ahmedabad,1.11
Toyota,Yaris,2012,113177,Diesel,Automatic,First,Lucknow,1.38
Tata,Altroz,2022,30909,Petrol,Manual,First,Ahmedabad,3.7
Chevrolet,Tavera,2022,49158,Diesel,Manual,First,Chennai,3.93
Honda,Civic,2010,144438,Petrol,Automatic,First,Ahmedabad,1.39
Honda,Jazz,2010,190409,Petrol,Automatic,Third,Hyderabad,0.69
Honda,WR-V,2019,129296,Diesel,Manual,Second,Ahmedabad,2.65
Toyota,Corolla,2010,64331,Electric,Automatic,First,Mumbai,4.02
Renault,Scala,2013,198269,Petrol,Manual,First,Bangalore,0.5
Ford,EcoSport,2011,186996,Diesel,Automatic,Third,Lucknow,0.5
Tata,Punch,2015,164914,Electric,Manual,First,Pune,0.76
Tata,Nexon,2022,153530,Diesel,Manual,Third,Mumbai,2.22
Chevrolet,Tavera,2020,92367,Diesel,Automatic,First,Chennai,2.48
Hyundai,Tucson,2018,70382,Petrol,Manual,First,Jaipur,3.48
Maruti Suzuki,Dzire,2020,79319,Diesel,Manual,Second,Hyderabad,2.58
Nissan,Kicks,2018,16170,Petrol,Manual,First,Mumbai,4.17
Hyundai,i10,2018,124952,Diesel,Manual,Second,Pune,1.63
Renault,Scala,2012,85145,CNG,Automatic,First,Pune,0.86
Nissan,Sunny,2008,110626,Diesel,Manual,Second,Delhi,0.98
Tata,Harrier,2016,181014,Petrol,Manual,First,Pune,0.97
Renault,Duster,2008,21208,LPG,Manual,First,Lucknow,0.94
Nissan,X-Trail,2013,171250,Diesel,Manual,Second,Delhi,1.07
Chevrolet,Spark,2008,145111,LPG,Manual,First,Ahmedabad,0.5
Chevrolet,Aveo,2010,19990,Diesel,Automatic,Second,Hyderabad,1.34
Mahindra,Marazzo,2022,142513,Petrol,Manual,Fourth & Above,Pune,1.59
Ford,Mustang,2017,134327,Diesel,Automatic,Second,Lucknow,2.67
Chevrolet,Captiva,2012,84314,Diesel,Manual,Second,Pune,1.07
Tata,Harrier,2022,182031,Petrol,Manual,Second,Jaipur,1.48
Maruti Suzuki,Ertiga,2017,31862,Diesel,Manual,First,Jaipur,1.91
Honda,BR-V,2014,163345,Diesel,Manual,Second,Lucknow,1.01
Mahindra,Bolero,2021,98949,Diesel,Automatic,First,Lucknow,2.78
Honda,Accord,2017,178572,Petrol,Manual,Second,Delhi,1.83
Ford,Freestyle,2015,135223,Diesel,Manual,First,Bangalore,1.12
Nissan,Kicks,2019,8956,Petrol,Automatic,First,Lucknow,3.6
Toyota,Urban Cruiser,2016,93789,Diesel,Manual,First,Hyderabad,1.96
Chevrolet,Beat,2023,94451,Petrol,Manual,Second,Lucknow,1.64
Maruti Suzuki,Vitara Brezza,2013,122782,Petrol,Automatic,First,Jaipur,1.0
Ford,Ikon,2022,7365,Petrol,Manual,First,Pune,3.91
Honda,WR-V,2018,77204,Petrol,Automatic,First,Mumbai,4.16
Mahindra,XUV700,2016,141072,Diesel,Manual,First,Hyderabad,1.37
Chevrolet,Spark,2015,62072,Electric,Manual,First,Mumbai,1.43
Tata,Hexa,2016,57499,Diesel,Manual,First,Kolkata,1.83
Chevrolet,Enjoy,2017,74211,Diesel,Manual,Second,Jaipur,1.22
Mahindra,Thar,2011,148979,LPG,Manual,First,Lucknow,0.85
Mahindra,Marazzo,2016,153408,LPG,Manual,Third,Lucknow,0.5
Toyota,Corolla,2022,90220,LPG,Automatic,First,Jaipur,4.64
Chevrolet,Cruze,2014,98847,Petrol,Automatic,First,Mumbai,1.38
Chevrolet,Beat,2012,188403,Diesel,Manual,First,Pune,0.52
Toyota,Etios,2012,114459,CNG,Manual,Fourth & Above,Bangalore,0.84
Renault,Triber,2008,82755,CNG,Manual,First,Jaipur,0.77
Renault,Lodgy,2009,73783,Diesel,Automatic,First,Bangalore,1.36
Nissan,Kicks,2017,188581,Petrol,Manual,Third,Delhi,1.03
Renault,Pulse,2010,132851,Electric,Manual,First,Ahmedabad,0.92
Hyundai,i20,2021,11472,Diesel,Manual,First,Bangalore,5.3
Chevrolet,Tavera,2021,158452,Petrol,Automatic,Second,Kolkata,1.41
Maruti Suzuki,Baleno,2015,108152,Petrol,Manual,Second,Pune,1.02
Chevrolet,Beat,2013,163352,Diesel,Manual,Second,Lucknow,0.5
Hyundai,Venue,2019,157931,Petrol,Manual,Second,Lucknow,1.43
Hyundai,Verna,2017,184474,Petrol,Automatic,First,Mumbai,1.59
Honda,BR-V,2018,144334,Electric,Automatic,Third,Hyderabad,1.94
Chevrolet,Enjoy,2020,147138,Petrol,Automatic,First,Hyderabad,1.47
Ford,Aspire,2022,151626,Diesel,Automatic,First,Kolkata,2.84
Hyundai,Tucson,2021,12008,CNG,Manual,First,Jaipur,4.93
Maruti Suzuki,Baleno,2012,92851,Diesel,Manual,Second,Delhi,1.15
Toyota,Corolla,2020,85799,Petrol,Automatic,Second,Kolkata,3.27
Nissan,Terrano,2008,21238,Diesel,Manual,First,Delhi,2.36
Honda,Civic,2019,22153,Petrol,Manual,First,Delhi,6.23
Toyota,Camry,2018,64353,Petrol,Automatic,First,Jaipur,5.62
Honda,WR-V,2019,57092,Diesel,Automatic,Fourth & Above,Hyderabad,2.54
Maruti Suzuki,Alto,2016,179224,LPG,Automatic,First,Chennai,0.68
Mahindra,Bolero,2010,54104,Diesel,Automatic,First,Ahmedabad,1.41
Chevrolet,Captiva,2010,160355,Petrol,Manual,Second,Chennai,0.65
Tata,Tiago,2009,182501,Diesel,Automatic,Third,Mumbai,0.5
Ford,Fiesta,2011,191029,Petrol,Manual,Second,Lucknow,0.51
Toyota,Innova,2019,33887,Diesel,Automatic,Third,Bangalore,4.95
Chevrolet,Enjoy,2009,182244,Petrol,Manual,Second,Lucknow,0.5
Ford,Fiesta,2023,9355,LPG,Manual,Third,Mumbai,3.69
Mahindra,XUV300,2020,38701,Petrol,Automatic,First,Delhi,4.2
Tata,Safari,2016,177606,Petrol,Manual,First,Delhi,0.93
Ford,Fiesta,2019,76442,Diesel,Manual,Second,Hyderabad,2.43
Ford,Figo,2017,197346,Petrol,Manual,First,Chennai,0.8
Toyota,Yaris,2014,17279,Diesel,Manual,Third,Lucknow,1.45
Renault,Scala,2015,179563,LPG,Manual,First,Jaipur,0.5
Tata,Punch,2010,125738,Petrol,Manual,First,Delhi,0.9
Chevrolet,Cruze,2013,144333,Petrol,Manual,First,Jaipur,0.74
Mahindra,Thar,2022,140546,Electric,Manual,First,Pune,5.1
Tata,Altroz,2017,96414,Diesel,Automatic,First,Lucknow,1.62
Maruti Suzuki,Ertiga,2013,33390,Electric,Manual,First,Ahmedabad,2.02
Renault,Fluence,2020,162997,Petrol,Manual,Third,Hyderabad,1.09
Maruti Suzuki,Baleno,2008,87174,Petrol,Automatic,Third,Ahmedabad,1.13
Mahindra,Bolero,2013,195123,Petrol,Manual,First,Jaipur,0.5
Toyota,Fortuner,2023,9787,Petrol,Manual,First,Ahmedabad,10.33
Toyota,Yaris,2020,194249,Diesel,Automatic,First,Pune,2.61
Mahindra,Scorpio,2021,48724,Petrol,Automatic,First,Ahmedabad,4.5
Honda,WR-V,2010,15663,Diesel,Automatic,First,Ahmedabad,2.65
Mahindra,Marazzo,2018,152192,Petrol,Automatic,First,Delhi,1.45
Renault,Lodgy,2023,158812,CNG,Manual,First,Delhi,1.85
Hyundai,Venue,2010,138107,Petrol,Automatic,Second,Mumbai,1.17
Toyota,Corolla,2010,105271,Petrol,Automatic,First,Lucknow,1.78
Nissan,Kicks,2017,193515,Diesel,Automatic,First,Delhi,1.38
Renault,Pulse,2018,72388,Petrol,Manual,First,Hyderabad,1.81
Renault,Scala,2022,57335,Diesel,Automatic,Second,Bangalore,3.37
Renault,Captur,2018,48315,Diesel,Manual,Second,Chennai,2.29
Ford,Endeavour,2022,109922,LPG,Automatic,Second,Chennai,3.21
Renault,Captur,2017,51627,Diesel,Manual,Second,Chennai,1.85
Toyota,Etios,2018,144375,Diesel,Automatic,First,Delhi,2.5
Hyundai,Venue,2015,54334,Electric,Manual,First,Pune,1.86
Hyundai,Santro,2020,191964,Electric,Manual,Second,Mumbai,1.42
Renault,Kwid,2023,197268,Diesel,Automatic,Second,Kolkata,1.24
Maruti Suzuki,Alto,2012,70700,Diesel,Manual,First,Delhi,1.24
Toyota,Urban Cruiser,2011,44726,Diesel,Manual,First,Jaipur,1.79
Toyota,Camry,2020,185678,Petrol,Manual,Second,Delhi,2.8
Tata,Tiago,2016,35694,Electric,Automatic,First,Pune,1.98
Chevrolet,Tavera,2016,167325,Diesel,Manual,First,Chennai,0.89
Honda,Amaze,2008,160302,Petrol,Manual,First,Pune,0.83
Honda,Accord,2009,190046,Petrol,Manual,First,Delhi,1.29
Maruti Suzuki,Vitara Brezza,2015,68545,Petrol,Automatic,First,Delhi,2.02
Honda,Amaze,2012,152997,Petrol,Manual,First,Hyderabad,1.03
Tata,Safari,2023,11033,Petrol,Manual,Second,Bangalore,5.13
Mahindra,KUV100,2014,67461,Diesel,Manual,First,Bangalore,1.2
Honda,Amaze,2008,7665,Petrol,Manual,Second,Hyderabad,1.65
Toyota,Etios,2019,32025,Diesel,Automatic,Second,Ahmedabad,3.7
Mahindra,XUV500,2017,159605,Petrol,Automatic,First,Hyderabad,1.42
Honda,Jazz,2019,181969,Petrol,Manual,First,Bangalore,1.68
Toyota,Etios,2012,82661,Diesel,Manual,Second,Bangalore,1.55
Toyota,Glanza,2018,125473,LPG,Manual,First,Hyderabad,2.02
Renault,Lodgy,2019,25998,Diesel,Automatic,First,Bangalore,3.61
Hyundai,Venue,2010,66248,Diesel,Manual,First,Delhi,2.06
Maruti Suzuki,Alto,2017,109493,Diesel,Automatic,First,Hyderabad,1.33
Tata,Altroz,2019,28057,Petrol,Manual,Second,Bangalore,2.71
Ford,Fiesta,2019,84244,Petrol,Manual,Second,Kolkata,2.07
Chevrolet,Aveo,2021,102031,Petrol,Manual,First,Hyderabad,1.66
Honda,BR-V,2009,117713,Diesel,Automatic,Fourth & Above,Delhi,1.09
Honda,WR-V,2009,110887,Diesel,Automatic,First,Ahmedabad,1.68
Mahindra,Bolero,2016,72173,Diesel,Manual,Second,Delhi,1.11
Mahindra,Marazzo,2020,43734,Petrol,Manual,Second,Chennai,2.77
Chevrolet,Beat,2011,67072,CNG,Manual,Second,Chennai,0.73
Honda,CR-V,2023,199855,Petrol,Automatic,First,Ahmedabad,3.36
Nissan,Kicks,2011,99194,Petrol,Manual,Second,Mumbai,1.09
Tata,Tiago,2014,187114,Petrol,Manual,First,Jaipur,0.5
Honda,Accord,2017,188429,Diesel,Manual,First,Pune,1.91
Hyundai,Verna,2023,144741,Petrol,Automatic,First,Chennai,3.18
Chevrolet,Enjoy,2017,118272,Diesel,Manual,Second,Pune,1.07
Nissan,X-Trail,2020,72902,LPG,Manual,First,Pune,3.32
Tata,Altroz,2009,127247,Petrol,Manual,First,Jaipur,0.8
Honda,WR-V,2010,154982,Diesel,Automatic,First,Chennai,1.43
Ford,Aspire,2010,61959,Petrol,Manual,First,Ahmedabad,1.47
Renault,Lodgy,2013,101623,Petrol,Manual,First,Mumbai,0.88
Hyundai,Santro,2010,136438,Petrol,Manual,Third,Pune,0.5
Ford,Endeavour,2018,53415,Electric,Manual,First,Kolkata,4.82
Mahindra,Marazzo,2012,129716,Diesel,Manual,First,Bangalore,1.03
Mahindra,Thar,2011,126209,CNG,Automatic,Second,Chennai,0.95
Honda,CR-V,2010,14907,Petrol,Manual,Second,Ahmedabad,2.36
Mahindra,XUV300,2015,100825,CNG,Manual,Second,Lucknow,0.66
Hyundai,Venue,2021,37780,LPG,Manual,Second,Delhi,4.09
Tata,Safari,2017,193951,Diesel,Manual,First,Ahmedabad,0.89
Toyota,Urban Cruiser,2010,40085,LPG,Manual,Second,Hyderabad,1.48
Maruti Suzuki,Swift,2013,25426,Petrol,Automatic,First,Mumbai,1.82
Chevrolet,Beat,2020,184269,Diesel,Manual,Second,Delhi,0.95
Tata,Tiago,2022,12485,Diesel,Automatic,Fourth & Above,Hyderabad,2.51
Toyota,Etios,2014,54527,Diesel,Manual,Second,Bangalore,1.48
Nissan,Sunny,2014,129604,LPG,Manual,Second,Delhi,0.69
Hyundai,Elantra,2009,96005,Petrol,Manual,First,Mumbai,1.39
Ford,Endeavour,2021,63528,Petrol,Manual,First,Hyderabad,4.14
Toyota,Fortuner,2010,125631,Petrol,Manual,Third,Bangalore,1.14
Hyundai,Creta,2019,32799,LPG,Manual,First,Pune,3.08
Renault,Triber,2017,182411,LPG,Manual,First,Lucknow,0.52
Ford,Figo,2017,152159,Diesel,Manual,Second,Ahmedabad,1.03
Mahindra,XUV500,2022,143518,Diesel,Manual,First,Pune,2.78
Mahindra,XUV700,2011,186532,Diesel,Manual,Second,Hyderabad,0.68
Ford,EcoSport,2014,99817,Diesel,Automatic,Third,Pune,1.1
Nissan,Terrano,2009,63260,Petrol,Manual,First,Hyderabad,1.34
Nissan,Evalia,2010,150949,Diesel,Manual,First,Kolkata,0.83
Nissan,Kicks,2014,160795,Diesel,Manual,First,Jaipur,0.84
Toyota,Corolla,2014,17943,Diesel,Automatic,Third,Bangalore,2.14
Chevrolet,Aveo,2023,146378,Petrol,Manual,First,Pune,1.63
Toyota,Corolla,2022,172856,CNG,Automatic,First,Jaipur,2.94
Honda,Jazz,2017,126401,CNG,Manual,Second,Mumbai,1.67
Maruti Suzuki,Wagon R,2010,156527,Diesel,Manual,First,Kolkata,0.6
Ford,Aspire,2019,166046,Diesel,Manual,First,Chennai,1.68
Tata,Tigor,2008,32371,Diesel,Automatic,Second,Jaipur,1.12
Maruti Suzuki,Dzire,2019,103746,Diesel,Automatic,Fourth & Above,Mumbai,1.89
Renault,Kwid,2010,106248,Petrol,Automatic,First,Chennai,0.73
Toyota,Fortuner,2012,140008,CNG,Manual,First,Mumbai,1.76
Toyota,Glanza,2014,169238,Diesel,Automatic,First,Bangalore,1.17
Hyundai,i10,2011,30727,Diesel,Manual,Second,Chennai,1.34
Maruti Suzuki,Dzire,2020,119000,Diesel,Automatic,First,Mumbai,2.77
Hyundai,Creta,2020,68969,Diesel,Manual,Fourth & Above,Kolkata,2.55
Tata,Hexa,2018,164440,CNG,Automatic,First,Pune,1.34
Hyundai,i10,2018,73531,Diesel,Automatic,First,Mumbai,3.1
Maruti Suzuki,Vitara Brezza,2023,44097,CNG,Manual,First,Lucknow,3.66
Ford,Aspire,2022,171056,Diesel,Manual,Third,Lucknow,1.55
Renault,Pulse,2008,55859,Electric,Manual,First,Chennai,1.15
Toyota,Yaris,2013,180363,CNG,Manual,First,Chennai,0.93
Tata,Safari,2009,158222,Petrol,Manual,First,Mumbai,1.11
Toyota,Innova,2019,158133,CNG,Automatic,Second,Delhi,2.73
Honda,BR-V,2010,165250,Diesel,Manual,First,Lucknow,1.11
Renault,Pulse,2011,61790,Electric,Manual,Second,Kolkata,0.89
Chevrolet,Aveo,2013,70696,Diesel,Manual,First,Delhi,1.34
Hyundai,Verna,2013,20648,Petrol,Manual,Third,Bangalore,1.49
Mahindra,XUV700,2014,66779,Petrol,Manual,Second,Jaipur,1.49
Maruti Suzuki,Vitara Brezza,2012,111371,Diesel,Manual,First,Kolkata,1.48
Toyota,Etios,2014,41672,CNG,Manual,Fourth & Above,Mumbai,1.13
Hyundai,i20,2009,74109,Diesel,Manual,First,Kolkata,1.54
Tata,Hexa,2008,196593,Petrol,Automatic,Second,Bangalore,0.65
Toyota,Camry,2019,39593,Diesel,Manual,First,Mumbai,6.21
Chevrolet,Enjoy,2017,149858,Diesel,Automatic,First,Bangalore,1.21
Renault,Triber,2015,14815,Petrol,Automatic,First,Pune,1.65
Renault,Pulse,2008,158038,Petrol,Manual,First,Lucknow,0.56
Toyota,Fortuner,2019,149866,Petrol,Manual,First,Kolkata,3.02
Tata,Hexa,2009,167495,Petrol,Manual,Second,Mumbai,0.76
Renault,Scala,2018,26302,Petrol,Automatic,First,Delhi,2.68
Renault,Scala,2019,197136,Petrol,Manual,Second,Kolkata,0.7
Chevrolet,Cruze,2017,90140,LPG,Automatic,Second,Jaipur,1.06
Maruti Suzuki,Vitara Brezza,2013,163907,Petrol,Manual,Second,Kolkata,0.65
Tata,Safari,2008,78356,Petrol,Manual,Second,Kolkata,1.06
Tata,Hexa,2017,54282,Petrol,Manual,First,Mumbai,1.98
Ford,EcoSport,2010,133451,Diesel,Manual,First,Kolkata,1.09
Ford,Endeavour,2014,126347,Diesel,Manual,First,Ahmedabad,1.85
Renault,Lodgy,2019,188786,Petrol,Manual,Third,Jaipur,0.64
Mahindra,XUV300,2015,28814,Diesel,Automatic,First,Lucknow,1.57
Ford,EcoSport,2011,160161,Diesel,Automatic,Second,Bangalore,1.04
Renault,Captur,2019,191903,Petrol,Manual,Third,Chennai,0.74
Nissan,Micra,2010,168818,Diesel,Manual,Third,Hyderabad,0.5
Honda,BR-V,2008,86673,Diesel,Manual,First,Hyderabad,1.74
Honda,WR-V,2019,56940,Petrol,Automatic,First,Mumbai,4.11
Tata,Punch,2016,91796,Diesel,Manual,Third,Pune,0.76
Mahindra,Marazzo,2017,41476,CNG,Manual,Second,Jaipur,1.3
